Sample ID,Species,Sex,Collection_Date,Site,Latitude,Longitude,Time_Chill_Coma_minutes,Mass_Before_CTmax_mg,Mass_After_CTmax_mg,deltaMass_mg,CTmax_Celsius,Time_to_CTmax_min,28sReferenceGene_RawCT_Mean,Trypanosome_RawCT_Mean,Trypanosome_DeltaCT,Trypanosome_ddCT,Trypanosome_2^-ddCT,Trypanosome_log(2^-ddCT),Trypanosome_RelativeIntensity_AdjustedforThreshold,Vairimorpha_apis_RawCT_Mean,Vairimorpha_apis_DeltaCT,Vairimorpha_apis_ddCT,Vairimorpha_apis_2^-ddCT,Vairimorpha_apis_log(2^-ddCT),Vairimorpha_apis_RelativeIntensity_AdjustedforThreshold,Spiroplasma_apis_RawCT_Mean,Spiroplasma_apis_DeltaCT,Spiroplasma_apis_ddCT,Spiroplasma_apis_2^-ddCT,Spiroplasma_apis_log(2^-ddCT),Spiroplasma_apis_RelativeIntensity_AdjustedforThreshold
epl0154,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,91.9,81.4,-10.5,43.71,174.84,10.9749,33.58953,22.61463,-7.93581,244.8594,2.388917,2.388917,29.9644,18.9895,-9.66147,809.827,2.908392,2.908392,41,30.0251,-1.24949,2.377579,0.376135,0
epl0155,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,25.1,21.3,-3.8,41.24,164.96,12.95014,31.46049,18.51035,-12.0401,4211.417,3.624428,3.624428,28.94821,15.99807,-12.6529,6440.246,3.808902,3.808902,41,28.04986,-3.22473,9.348488,0.970741,0
epl0156,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,76.3,57,-19.3,42.22,168.88,12.9076,34.32932,21.42172,-9.12872,559.7815,2.748019,2.748019,31.13671,18.22911,-10.4219,1371.805,3.137292,3.137292,36.88014,23.97254,-7.30205,157.8109,2.198137,0
epl0157,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,103.4,89.2,-14.2,45.86,183.44,12.37073,33.0805,20.70977,-9.84067,916.9314,2.962337,2.962337,28.61449,16.24376,-12.4072,5431.783,3.734942,3.734942,41,28.62927,-2.64532,6.256358,0.796322,0
epl0158,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,37,33.2,-3.8,38.65,154.6,13.74027,35.19331,21.45304,-9.0974,547.76,2.73859,0,32.18179,18.44152,-10.2095,1183.997,3.073351,3.073351,41,27.25973,-4.01486,16.16569,1.208594,0
epl0159,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,61.7,47.8,-13.9,44.51,178.04,12.65851,33.68403,21.02552,-9.52492,736.6931,2.867287,2.867287,30.47286,17.81435,-10.8366,1828.722,3.262148,3.262148,41,28.34149,-2.9331,7.637513,0.882952,0
epl0160,Xenoglossa_pruinosa,Female,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,96,76.7,-19.3,46.56,186.24,12.60224,34.26802,21.66578,-8.88466,472.6603,2.674549,2.674549,30.7259,18.12366,-10.5273,1475.829,3.169036,3.169036,41,28.39776,-2.87683,7.345359,0.866013,0
epl0161,Xenoglossa_pruinosa,Male,7/21/2019,Pennsylvania_Furnace,40.71,-77.95,90,54.5,48.2,-6.3,44.86,179.44,11.85322,34.2586,22.40538,-8.14506,283.0788,2.451907,2.451907,31.24228,19.38906,-9.26191,613.9213,2.788113,2.788113,41,29.14678,-2.12781,4.370544,0.640536,0
epl0174,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,136.8,130.3,-6.5,44.02,176.08,13.44296,33.81446,20.3715,-10.1789,1159.221,3.064166,3.064166,29.69033,16.24737,-12.4036,5418.208,3.733856,3.733856,36.60516,23.1622,-8.11239,276.7411,2.442074,0
epl0175,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,148.7,145.4,-3.3,44.36,177.44,11.64104,33.07303,21.43199,-9.11845,555.8108,2.744927,2.744927,28.34891,16.70787,-11.9431,3937.598,3.595231,3.595231,38.93251,27.29147,-3.98312,15.81392,1.199039,0
epl0176,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,66.2,70,3.8,42.1,168.4,13.00052,34.17381,21.17329,-9.37715,664.9721,2.822803,2.822803,29.5622,16.56168,-12.0893,4357.515,3.639239,3.639239,38.51055,25.51003,-5.76456,54.36337,1.735306,0
epl0177,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,57.1,61.6,4.5,43.88,175.52,12.80807,33.43858,20.63051,-9.91993,968.716,2.986196,2.986196,29.52019,16.71212,-11.9389,3926.015,3.593952,3.593952,36.19234,23.38427,-7.89032,237.2597,2.375224,0
epl0178,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,67.9,70.3,2.4,41.46,165.84,13.17731,33.60084,20.42353,-10.1269,1118.159,3.048504,3.048504,28.67681,15.4995,-13.1515,9098.859,3.958987,3.958987,41,27.82269,-3.4519,10.94275,1.039126,0
epl0179,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,117.4,100.4,-17,46.99,187.96,13.95923,33.99315,20.03392,-10.5165,1464.833,3.165788,3.165788,29.24442,15.28519,-13.3658,10556.03,4.023501,4.023501,36.50793,22.5487,-8.72589,423.4046,2.626756,0
epl0180,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,82.6,73.1,-9.5,48.78,195.12,13.05671,33.55451,20.4978,-10.0526,1062.053,3.026146,3.026146,29.38876,16.33205,-12.3189,5109.336,3.708364,3.708364,35.35886,22.30215,-8.97244,502.3131,2.700974,0
epl0181,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,74.4,77.9,3.5,42.59,170.36,14.22774,35.41752,21.18978,-9.36066,657.4147,2.817839,0,29.69939,15.47165,-13.1793,9276.212,3.967371,3.967371,34.82779,20.60005,-10.6745,1634.397,3.213358,3.213358
epl0182,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,100.2,95.4,-4.8,45.87,183.48,12.30991,32.51398,20.20407,-10.3464,1301.87,3.114568,3.114568,30.4386,18.12869,-10.5223,1470.693,3.167522,3.167522,34.81989,22.50998,-8.76461,434.922,2.638411,2.638411
epl0183,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,102.1,97.8,-4.3,44.75,179,12.65885,35.17629,22.51744,-8.033,261.9232,2.418174,0,30.99162,18.33277,-10.3182,1276.697,3.106088,3.106088,41,28.34115,-2.93344,7.639314,0.883054,0
epl0184,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,74.4,79.9,5.5,38.88,155.52,13.9452,34.84052,20.89532,-9.65512,806.2704,2.906481,2.906481,31.14555,17.20035,-11.4506,2798.853,3.44698,3.44698,41,27.0548,-4.21979,18.63306,1.270284,0
epl0185,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,42.9,50.5,7.6,38.4,153.6,15.3458,36.46929,21.12349,-9.42695,688.3269,2.837795,0,31.7698,16.424,-12.227,4793.853,3.680685,3.680685,39.63505,24.28925,-6.98534,126.7062,2.102798,0
epl0186,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,84.4,81.8,-2.6,42.92,171.68,12.99373,34.93523,21.9415,-8.60894,390.4354,2.591549,2.591549,30.62221,17.62848,-11.0225,2080.176,3.3181,3.3181,41,28.00627,-3.26832,9.635256,0.983863,0
epl0187,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,104.2,98.4,-5.8,44.19,176.76,12.46841,32.88817,20.41976,-10.1307,1121.085,3.049639,3.049639,29.89919,17.43078,-11.2202,2385.689,3.377614,3.377614,41,28.53159,-2.743,6.694624,0.825726,0
epl0188,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,80.5,85.5,5,38.65,154.6,14.12171,34.57603,20.45432,-10.0961,1094.548,3.039235,3.039235,29.86021,15.7385,-12.9125,7709.759,3.887041,3.887041,41,26.87829,-4.3963,21.05809,1.323419,0
epl0189,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,62.9,66.2,3.3,42.5,170,13.7105,34.62032,20.90982,-9.64062,798.2075,2.902116,2.902116,30.36305,16.65255,-11.9984,4091.517,3.611884,3.611884,41,27.2895,-3.98509,15.83553,1.199633,0
epl0190,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,108.5,88.9,-19.6,47.38,189.52,12.85804,31.93445,19.07641,-11.474,2844.639,3.454027,3.454027,28.91844,16.0604,-12.5906,6167.927,3.790139,3.790139,33.43067,20.57263,-10.702,1665.758,3.221612,3.221612
epl0191,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,81.5,85.2,3.7,39.12,156.48,12.14551,30.06499,17.91948,-12.631,6343.046,3.802298,3.802298,30.24732,18.10181,-10.5492,1498.351,3.175614,3.175614,24.3244,12.17889,-19.0957,560246.8,5.748379,5.748379
epl0192,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,70.1,74.7,4.6,38.17,152.68,12.67015,36.65632,23.98617,-6.56427,94.6329,1.976042,0,31.54715,18.877,-9.77397,875.504,2.942258,2.942258,41,28.32985,-2.94474,7.699384,0.886456,0
epl0193,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,64.3,70,5.7,40.49,161.96,12.36869,31.60982,19.24113,-11.3093,2537.707,3.404442,3.404442,30.6326,18.26391,-10.3871,1339.111,3.126817,3.126817,41,28.63131,-2.64328,6.247517,0.795707,0
epl0194,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,117.8,88.6,-29.2,48.47,193.88,11.98905,37.003,25.01395,-5.53649,46.41406,1.66665,0,29.42043,17.43138,-11.2196,2384.697,3.377433,3.377433,38.34931,26.36026,-4.91433,30.15516,1.479362,0
epl0195,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,73.7,80.2,6.5,36.5,146,11.48135,34.69674,23.21539,-7.33505,161.4619,2.20807,2.20807,30.40734,18.92599,-9.72498,846.2734,2.927511,2.927511,34.38066,22.89931,-8.37528,332.0561,2.521211,2.521211
epl0196,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,150,144.6,-5.4,39.76,159.04,12.44378,33.88288,21.4391,-9.11134,553.0783,2.742787,2.742787,30.1111,17.66732,-10.9837,2024.921,3.306408,3.306408,41,28.55622,-2.71837,6.581302,0.818312,0
epl0197,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,97,97,0,44.12,176.48,12.62364,34.40824,21.7846,-8.76584,435.2921,2.638781,2.638781,30.84351,18.21987,-10.4311,1380.619,3.140074,3.140074,38.29318,25.66954,-5.60505,48.67311,1.687289,0
epl0198,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,75.3,81.8,6.5,41.08,164.32,13.23782,31.56592,18.3281,-12.2223,4778.493,3.679291,3.679291,29.9582,16.72038,-11.9306,3903.601,3.591465,3.591465,41,27.76218,-3.51241,11.41147,1.057342,0
epl0199,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,98.6,93.2,-5.4,45.47,181.88,12.03897,34.63879,22.59982,-7.95062,247.386,2.393375,2.393375,31.3154,19.27643,-9.37454,663.7702,2.822018,2.822018,41,28.96103,-2.31356,4.971093,0.696452,0
epl0200,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,57.4,61.1,3.7,39.5,158,13.15239,34.63829,21.4859,-9.06454,535.4247,2.728698,2.728698,31.02607,17.87368,-10.7773,1755.042,3.244288,3.244288,37.32384,24.17145,-7.10314,137.4862,2.138259,0
epl0201,Xenoglossa_pruinosa,Female,7/22/2019,Altoona,40.59,-78.26,185,100,95.2,-4.8,44.32,177.28,12.82246,33.05595,20.23349,-10.317,1275.591,3.105711,3.105711,30.78171,17.95925,-10.6917,1653.973,3.218528,3.218528,41,28.17754,-3.09705,8.556691,0.932306,0
epl0202,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,62,69.3,7.3,37.26,149.04,13.71022,33.36555,19.65533,-10.8951,1904.386,3.279755,3.279755,31.03725,17.32703,-11.3239,2563.573,3.408846,3.408846,36.69805,22.98783,-8.28676,312.2944,2.494564,0
epl0203,Xenoglossa_pruinosa,Male,7/22/2019,Altoona,40.59,-78.26,185,81.7,89.2,7.5,36.14,144.56,12.11185,34.91648,22.80463,-7.74581,214.6452,2.331721,2.331721,29.81839,17.70654,-10.9444,1970.615,3.294602,3.294602,41,28.88815,-2.38644,5.228666,0.718391,0
epl0210,Xenoglossa_pruinosa,Male,7/23/2019,Strasburg,39.97,-76.2,226,96.4,85.8,-10.6,47.37,189.48,12.45857,32.67539,20.21682,-10.3336,1290.416,3.11073,3.11073,27.41099,14.95242,-13.6986,13294.57,4.123674,4.123674,37.36096,24.90239,-6.3722,82.83698,1.918224,0
epl0211,Xenoglossa_pruinosa,Male,7/23/2019,Strasburg,39.97,-76.2,226,80.2,72.3,-7.9,45.59,182.36,11.54665,32.62488,21.07823,-9.47221,710.2632,2.851419,2.851419,28.29632,16.74967,-11.9013,3825.148,3.582648,3.582648,35.45431,23.90766,-7.36693,165.0699,2.217668,0
epl0212,Xenoglossa_pruinosa,Female,7/23/2019,Strasburg,39.97,-76.2,226,161.6,135.3,-26.3,49.34,197.36,11.91269,32.85306,20.94037,-9.61007,781.4826,2.892919,2.892919,28.31209,16.3994,-12.2516,4876.296,3.68809,3.68809,33.85545,21.94276,-9.33183,644.4091,2.809162,2.809162
epl0213,Xenoglossa_pruinosa,Female,7/23/2019,Strasburg,39.97,-76.2,226,145.8,119.5,-26.3,52.52,210.08,12.43961,33.77669,21.33708,-9.21336,593.6052,2.773498,2.773498,27.60301,15.1634,-13.4876,11485.85,4.060163,4.060163,34.70106,22.26145,-9.01314,516.6856,2.713226,2.713226
epl0214,Xenoglossa_pruinosa,Female,7/23/2019,Strasburg,39.97,-76.2,226,124.2,101.4,-22.8,50.24,200.96,11.1582,31.91076,20.75256,-9.79788,890.1348,2.949456,2.949456,27.63901,16.48081,-12.1702,4608.751,3.663583,3.663583,36.68046,25.52226,-5.75233,53.90447,1.731625,0
epl0215,Xenoglossa_pruinosa,Male,7/23/2019,Strasburg,39.97,-76.2,226,93.8,80.7,-13.1,49.05,196.2,12.02476,33.50296,21.4782,-9.07224,538.2901,2.731016,2.731016,29.04803,17.02327,-11.6277,3164.364,3.500286,3.500286,33.36269,21.33793,-9.93666,980.017,2.991234,2.991234
